text	root	ending	clitic	partofspeech	form
Viirasson	Viirasson	0		H	sg n
õppetajale	õpetaja	le		S	sg all
Tanel	Tanel	0		H	sg n
Kukkemelgi	Kukkemelk	0		H	sg g
Joha	Joha	0		H	sg n
linnas	linnas	s		H	sg n
Pandile	Pandi	le		H	sg all
Kukke	Kukke	0		H	sg n
Laane	Laan	0		H	sg g
Pantil	Pantil	0		H	sg n
Evertson	Evertson	0		H	sg n
Mäggi	Mäggi	0		H	sg n
Loskitil	Loskit	l		H	sg ad
Malkohvi	Malkov	0		H	sg g
ollu	ole	lu		V	nud
Papellol	Papello	l		H	sg ad
Uint	Uint	0		H	sg n
Tamming	Tamming	0		H	sg n
Panil	Panil	0		H	sg n
Petril	Petril	0		H	sg n
Pihalp	Pihalp	0		H	sg n
L.	L.	0		Y	sg n
Holzmannil	Holzmann	l		H	sg ad
Küindla	Küindla	0		H	sg n
Ullilast	Ullilast	st		H	sg n
Virmann	Virmann	0		H	sg n
Rätsepal	Rätsepal	l		H	sg n
Luhäär	Luhäär	0		H	sg n
saisav	seis	av		V	v sg n
Pihap	Pihap	0		H	sg n
K	K	0		Y	sg n
Pätrga	Pätrga	0		H	sg n
Sarv	Sarv	0		H	sg n
